Marca temporal,1. Edad en años,2. Género,3. Etnia,4. Institución educativa,5. Área de residencia,6. ¿Cuenta con acceso a internet en casa?,7. ¿En qué año escolar estás actualmente?,8. ¿Qué idiomas hablas? (Selecciona todos los que apliquen),9. ¿Cuál es el nivel educativo más alto que han alcanzado tus padres o tutores? puede ser cualquiera de ellos,10. ¿En qué área de trabajo están involucrados tus padres o tutores?,11. ¿Cuál es el ingreso familiar mensual aproximado?,12. ¿Cuáles de las siguientes actividades te interesan? (Selecciona todas las que apliquen),"13. ¿Sientes la suficiente confianza al resolver ejercicios de matemáticas, razonamiento o lógica en general?",14. ¿Crees que las habilidades artísticas o las habilidades blandas pueden generar influencia en el aprendizaje en carreras de ciencias o tecnología?,15. ¿Crees tener el conocimiento para poder seguir una carrera que involucre la ciencia y la matemática?,16. ¿Cuáles de las siguientes actividades te gusta realizar?,17. ¿Qué asignaturas disfrutas más en el colegio?,18. ¿Cuál de las siguientes carreras te parece más atractiva?,19. ¿Quién influye más en tu decisión sobre qué estudiar en el futuro?,20. ¿Tus maestros te han animado a explorar temas relacionados con la ciencia o la tecnología?,21. ¿Qué opinan tus amigos sobre el estudio de disciplinas relacionadas con la tecnología o la ciencia?,22. ¿Qué tanto apoyo recibes de tu familia para estudiar temas relacionados con las matemáticas o la ciencia?,23. ¿Qué obstáculos sientes que podrías enfrentar al seguir una carrera STEAM?,24. ¿Qué sectores te interesan más para trabajar en el futuro?,25. ¿Qué tan optimista te sientes sobre tu futuro en una carrera que involucre tecnología o ciencia?,26. ¿Crees que tu carrera te brindará estabilidad económica?,27. ¿Qué esperas lograr con tu carrera en términos de impacto social o tecnológico?,28. ¿Crees que las innovaciones tecnológicas y la ciencia están mejorando la calidad de vida de las personas?,29. ¿Qué área consideras más importante para que avance tecnológicamente?,"30. ¿Cuál es la probabilidad de que selecciones una carrera relacionada con Ciencia, Tecnología, Ingeniería, Arte o Matemáticas (STEAM)?",31. ¿Qué tan informado/a te sientes sobre las diferentes opciones de carrera STEAM?
6/02/2026 9:33:45,16,Masculino,Mestiza,Privada,Rural,Sí,Segundo de bachillerato,Español,Universidad,Sector público,$1001 - $2000,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Disfruto explorando temas de ciencia ficción.",3,4,3,"Analizar datos para encontrar patrones y conclusiones., Explorar nuevas tecnologías y sus impactos., Analizar datos y realizar interpretaciones estadísticas.","Biología, Tecnología, Lengua y literatura",Investigador/a científico/a,Familia,4,Positivo,4,"Falta de recursos educativos, Dificultad en las materias",Tecnología,4,4,Innovar y crear nuevas tecnologías,4,Energía,4,4
6/02/2026 9:33:53,16,Femenino,Mestiza,Privada,Rural,Sí,Segundo de bachillerato,Español,Bachillerato,Negocio propio,Más de $3000,"Disfruto explorando y aprendiendo sobre seres vivos., Encuentro fascinantes los misterios sin resolver.",3,3,2,"Analizar datos para encontrar patrones y conclusiones., Resolver problemas complejos de manera creativa., Analizar datos y realizar interpretaciones estadísticas.","Física, Tecnología, Ciencias Sociales",Ingeniero/a civil,Familia,4,Muy positivo,3,Dificultad en las materias,Medio ambiente,3,4,Mejorar la calidad de vida de las personas,4,Medio ambiente,3,1
6/02/2026 9:34:09,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Sector privado,Prefiero no contestar,"Me interesa trabajar con herramientas, máquinas y equipos., Encuentro fascinante la ingeniería y el diseño de soluciones., Disfruto explorando temas de ciencia ficción.",3,3,2,"Analizar datos para encontrar patrones y conclusiones., Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico.","Física, Tecnología, Lengua y literatura",Desarrollador/a de software,Familia,4,Muy positivo,3,"Falta de recursos educativos, Dificultad en las materias, Falta de motivación",Tecnología,5,5,Mejorar la calidad de vida de las personas,4,Energía,3,4
6/02/2026 9:34:30,16,Masculino,Mestiza,Privada,Rural,Sí,Segundo de bachillerato,Español,Bachillerato,Negocio propio,$1001 - $2000,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Disfruto explorando y aprendiendo sobre seres vivos., Encuentro fascinante la ingeniería y el diseño de soluciones.",4,5,5,"Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas.","Matemáticas, Biología, Tecnología, Arte",Mecatronica,Nadie en particular,2,Positivo,5,la ubicación,tecnologia y salud,5,4,Innovar y crear nuevas tecnologías,5,Salud,5,1
6/02/2026 9:41:40,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Universidad,Sector privado,$501 - $1000,"Me interesa trabajar con herramientas, máquinas y equipos.",4,4,4,Explorar nuevas tecnologías y sus impactos.,Lengua y literatura,Ingeniero/a civil,Nadie en particular,4,Neutro,4,Dificultad en las materias,ingeneria,4,5,Mejorar la calidad de vida de las personas,5,Energía,5,4
6/02/2026 9:42:59,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Postgrado,Sector privado,$501 - $1000,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me gusta leer novelas de detectives., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",5,5,3,"Resolver problemas usando herramientas y software tecnológico., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Física, Química",Investigador/a científico/a,Familia,1,Neutro,2,"Falta de apoyo familiar, Dificultad en las materias, Falta de motivación",Arte,4,5,Contribuir a la sostenibilidad,5,Educación,3,1
6/02/2026 9:43:16,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Postgrado,Sector privado,$2000 - $3000,"Me interesa trabajar con herramientas, máquinas y equipos., Encuentro fascinante la ingeniería y el diseño de soluciones., Me interesa investigar fenómenos físicos, biológicos y/o culturales.",5,5,5,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa., Analizar datos y realizar interpretaciones estadísticas., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Física, Química, Tecnología",Desarrollador/a de software,Nadie en particular,5,Neutro,5,Falta de motivación,Tecnología,4,4,Mejorar la calidad de vida de las personas,5,Energía,5,5
6/02/2026 9:43:31,17,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Bachillerato,Sector público,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinante la ingeniería y el diseño de soluciones., Disfruto explorando temas de ciencia ficción.",3,4,3,"Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos., Analizar datos y realizar interpretaciones estadísticas.","Matemáticas, Física, Tecnología",Desarrollador/a de software,Familia,4,Positivo,3,"Falta de recursos educativos, Dificultad en las materias",Tecnología,5,4,Innovar y crear nuevas tecnologías,5,Robotica y creacion de ia,5,3
6/02/2026 9:43:35,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Universidad,Sector público,Prefiero no contestar,"Me interesa trabajar con herramientas, máquinas y equipos., Encuentro fascinante la ingeniería y el diseño de soluciones., Disfruto explorando temas relacionados con arte y belleza visual.",5,3,5,"Diseñar y construir estructuras o dispositivos prácticos., Crear obras artísticas como pinturas, dibujos o esculturas., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Física, Arte",Ingeniero/a civil,Nadie en particular,3,Neutro,4,"Dificultad en las materias, Falta de motivación",arquitectura,4,5,Contribuir a la sostenibilidad,4,Energía,5,4
6/02/2026 9:43:49,16,Masculino,Mestiza,Privada,Rural,Sí,Segundo de bachillerato,"Español, Inglés",Universidad,Sector público,Prefiero no contestar,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Encuentro fascinante la ingeniería y el diseño de soluciones., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",4,4,5,"Explorar nuevas tecnologías y sus impactos., Diseñar y construir estructuras o dispositivos prácticos., Crear obras artísticas como pinturas, dibujos o esculturas., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Física, Tecnología, Arte",Ingeniero/a civil,Familia,1,Neutro,5,Falta de recursos educativos,Tecnología,5,5,Mejorar la calidad de vida de las personas,5,Salud,5,1
6/02/2026 9:44:12,16,Prefiero no decirlo,Indígena,Privada,Rural,No,Segundo de bachillerato,Español,Bachillerato,Sector público,$501 - $1000,"Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",1,4,3,"Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.","Biología, Física, Arte, Lengua y literatura",Investigador/a científico/a,Nadie en particular,4,Neutro,5,"Dificultad en las materias, Falta de motivación",Salud,4,5,Mejorar la calidad de vida de las personas,5,Salud,5,4
6/02/2026 9:44:23,17,Femenino,Mestiza,Privada,Rural,Sí,Segundo de bachillerato,"Español, Inglés",Bachillerato,Sector privado,$1001 - $2000,"Me interesa investigar fenómenos físicos, biológicos y/o culturales., Me gusta jugar ajedrez., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me gusta leer novelas de detectives., Disfruto de actividades artísticas como música, teatro o literatura.",3,4,3,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos.","Biología, Física, Lengua y literatura, Ciencias Sociales",administracion de empresas ,Familia,2,Neutro,2,Dificultad en las materias,Salud,3,5,Mejorar la calidad de vida de las personas,5,Medio ambiente,3,2
6/02/2026 9:44:28,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Postgrado,Sector público,Prefiero no contestar,"Disfruto de actividades artísticas como música, teatro o literatura.",5,2,4,Aprender sobre nuevos descubrimientos científicos.,"Matemáticas, Física, Arte, Ciencias Sociales, Ingles",Medicina,Familia,4,Neutro,4,podria ser la complejidad,Salud,3,5,Mejorar la calidad de vida de las personas,4,Salud,3,4
6/02/2026 9:44:35,16,Femenino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Secundaria,Negocio propio,$1001 - $2000,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales.",4,4,4,"Crear obras artísticas como pinturas, dibujos o esculturas., Analizar datos y realizar interpretaciones estadísticas., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Física, Química",Ingeniero/a civil,Nadie en particular,4,Positivo,5,"Dificultad en las materias, Falta de motivación",Salud,4,5,Mejorar la calidad de vida de las personas,4,Educación,5,3
6/02/2026 9:44:39,16,Femenino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Secundaria,Negocio propio,Más de $3000,"Me interesa trabajar con herramientas, máquinas y equipos., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",5,4,4,"Analizar datos para encontrar patrones y conclusiones., Explorar nuevas tecnologías y sus impactos., Crear obras artísticas como pinturas, dibujos o esculturas., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Física, Tecnología, Arte, Lengua y literatura",Ingeniero/a civil,Nadie en particular,4,Positivo,5,Dificultad en las materias,Tecnología,4,4,Innovar y crear nuevas tecnologías,5,Educación,4,3
6/02/2026 9:44:39,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Secundaria,Sector público,$1001 - $2000,"Me interesa trabajar con herramientas, máquinas y equipos.",3,3,2,Analizar datos para encontrar patrones y conclusiones.,Educación Física,Ingeniero/a civil,Familia,3,Neutro,3,Dificultad en las materias,Tecnología,3,4,Mejorar la calidad de vida de las personas,3,Salud,2,3
6/02/2026 9:44:40,16,Femenino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Postgrado,Sector público,$501 - $1000,"Disfruto arreglando o construyendo cosas físicas., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",3,4,4,"Analizar datos para encontrar patrones y conclusiones., Diseñar y construir estructuras o dispositivos prácticos., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.","Física, Arte",arquitectura,Familia,2,Neutro,5,Falta de motivación,Arte,5,4,Desarrollar nuevas ideas artísticas,5,Educación,5,5
6/02/2026 9:44:44,16,Femenino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Postgrado,Sector público,$1001 - $2000,"Disfruto arreglando o construyendo cosas físicas., Disfruto de actividades artísticas como música, teatro o literatura.",3,4,4,"Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas.","Matemáticas, Arte, Lengua y literatura, Ciencias Sociales",Ingeniero/a civil,Nadie en particular,3,Neutro,4,Falta de motivación,Arte,4,4,Mejorar la calidad de vida de las personas,4,Educación,4,3
6/02/2026 9:44:46,16,Femenino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Universidad,Sector público,$501 - $1000,"Disfruto explorando y aprendiendo sobre seres vivos., Encuentro fascinantes los misterios sin resolver., Me interesa trabajar con materiales físicos para crear arte.",4,3,3,"Aprender sobre nuevos descubrimientos científicos., Crear obras artísticas como pinturas, dibujos o esculturas., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Física, Química, Arte",Ingeniero/a civil,Familia,4,Muy positivo,5,"Dificultad en las materias, Falta de motivación",Salud,4,5,Mejorar la calidad de vida de las personas,3,Salud,5,2
6/02/2026 9:44:51,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Postgrado,Sector público,$1001 - $2000,"Disfruto arreglando o construyendo cosas físicas., Me gusta jugar ajedrez., Disfruto explorando temas de ciencia ficción., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",3,5,3,"Analizar datos para encontrar patrones y conclusiones., Resolver problemas complejos de manera creativa., Analizar datos y realizar interpretaciones estadísticas.","Biología, Química, Tecnología, Arte, Lengua y literatura, Ciencias Sociales",Dentista,Familia,5,Positivo,5,Dificultad en las materias,Salud,4,5,Mejorar la calidad de vida de las personas,5,Salud,3,4
6/02/2026 9:44:55,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Postgrado,Sector privado,$1001 - $2000,"Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",3,3,2,"Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Física, Arte, Lengua y literatura",Gastronomía o Psicología,Familia,3,Neutro,5,"Dificultad en las materias, Falta de motivación",Gastronomía,1,4,No estoy seguro(a),3,Salud,4,2
6/02/2026 9:44:56,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Universidad,Negocio propio,Prefiero no contestar,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinante la ingeniería y el diseño de soluciones., Me gusta jugar ajedrez., Disfruto explorando temas de ciencia ficción., Me interesa trabajar con materiales físicos para crear arte.",3,2,4,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa.","Matemáticas, Tecnología, robotica",Desarrollador/a de software,Familia,4,Positivo,5,"Falta de recursos educativos, Dificultad en las materias",Tecnología,4,5,Contribuir a la sostenibilidad,4,Energía,4,5
6/02/2026 9:44:57,17,Femenino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Universidad,Sector público,$1001 - $2000,"Disfruto explorando y aprendiendo sobre seres vivos., Encuentro fascinantes los misterios sin resolver., Disfruto de actividades artísticas como música, teatro o literatura.",3,4,4,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Crear obras artísticas como pinturas, dibujos o esculturas.","Matemáticas, Biología, Física, Química, Tecnología, Arte",Doctora ,Familia,3,Positivo,5,Dificultad en las materias,Salud,4,5,Mejorar la calidad de vida de las personas,5,Salud,3,4
